# Moving object dataset based on schoolbus movement.
# Source: http://www.rtreeportal.org/trajectories.html
15503880,298,483372,4207838,1
15503880,497,483372,4207837,1
15503880,544,483379,4207846,1
15533700,606,479016,4198222,1
15533700,607,478915,4198231,1
15533700,608,478688,4198128,1
15533700,609,478680,4198127,1
15533700,610,478679,4198126,1
15533700,611,478484,4198027,1
15533700,612,478396,4198045,1
15533700,613,478397,4198047,1
15533700,614,478369,4197980,1
15533700,615,478062,4197844,1
15533700,616,477844,4197749,1
15533700,617,477659,4197666,1
15607620,617,461949,4214445,1
15533700,618,477493,4197718,1
15607620,618,461941,4214328,1
15533700,619,477421,4197816,1
15607620,619,461894,4214046,1
15533700,620,477412,4197818,1
15607620,620,462038,4214015,1
15533700,621,477378,4197563,1
15607620,621,462426,4213946,1
15533700,622,477374,4197258,1
15607620,622,462712,4213766,1
15533700,623,477345,4197147,1
15607620,623,462943,4213388,1
15533700,624,477345,4197145,1
15607620,624,463218,4213057,1
15531600,625,483360,4207790,1
15533280,625,483362,4207794,1
15533700,625,477341,4197130,1
15607620,625,463440,4212776,1
15531600,626,483255,4207745,1
15533280,626,483267,4207738,1
15533700,626,477287,4197121,1
15607620,626,463366,4212532,1
15531600,627,482988,4207671,1
15533280,627,483008,4207667,1
15533700,627,477282,4197120,1
15607620,627,463305,4212317,1
15608040,627,461943,4214362,1
15615600,627,478274,4209015,1
15531600,628,482954,4207662,1
15533280,628,482958,4207658,1
15607620,628,463451,4212238,1
15608040,628,461892,4214049,1
15615600,628,478396,4209002,1
15531600,629,482952,4207661,1
15533280,629,482799,4207616,1
15607620,629,463685,4212143,1
15608040,629,462136,4214012,1
15615600,629,478668,4209108,1
15531600,630,482714,4207595,1
15533280,630,482487,4207535,1
15607620,630,463616,4211845,1
15608040,630,462442,4213936,1
15615600,630,478817,4209153,1
15531600,631,482385,4207513,1
15532860,631,483369,4207822,1
15533280,631,482375,4207510,1
15607620,631,463673,4211711,1
15608040,631,462712,4213764,1
15615600,631,479041,4209261,1
15616860,631,478326,4208978,1
15531600,632,482388,4207510,1
15532860,632,483305,4207748,1
15533280,632,482063,4207480,1
15607620,632,463640,4211572,1
15608040,632,462950,4213378,1
15615600,632,479346,4209308,1
15616860,632,478434,4208990,1
15531600,633,482114,4207470,1
15532860,633,483032,4207677,1
15533280,633,481826,4207698,1
15607620,633,463559,4211180,1
15608040,633,463186,4213091,1
15615600,633,479516,4209422,1
15616860,633,478698,4209092,1
15531600,634,481798,4207768,1
15532860,634,482962,4207659,1
15533280,634,481607,4208025,1
15533700,634,477166,4197126,1
15607620,634,463464,4210718,1
15608040,634,463431,4212792,1
15615600,634,479729,4209413,1
15616860,634,478824,4209140,1
15531600,635,481527,4208093,1
15532860,635,482950,4207657,1
15533280,635,481440,4208149,1
15533700,635,477185,4197121,1
15534120,635,477272,4197105,1
15534540,635,478912,4193170,1
15607620,635,463403,4210409,1
15608040,635,463369,4212528,1
15615600,635,479930,4209279,1
15616860,635,479053,4209262,1
15531600,636,481440,4208158,1
15532860,636,482688,4207587,1
15533280,636,481439,4208152,1
15533700,636,477217,4197121,1
15534120,636,477093,4197125,1
15534540,636,478883,4193102,1
15607620,636,463681,4210174,1
15608040,636,463300,4212295,1
15615600,636,480086,4209153,1
15616860,636,479341,4209307,1
15531600,637,481392,4208408,1
15532860,637,482428,4207520,1
15533280,637,481383,4208220,1
15533700,637,477218,4197120,1
15534120,637,477175,4197123,1
15534540,637,478929,4192834,1
15607620,637,463979,4209905,1
15608040,637,463505,4212223,1
15615600,637,480233,4209049,1
15616860,637,479524,4209424,1
15619380,637,483367,4207800,1
15531600,638,481530,4208744,1
15532860,638,482107,4207468,1
15533280,638,481396,4208529,1
15534120,638,477175,4197122,1
15534540,638,478994,4192574,1
15607620,638,464221,4209531,1
15608040,638,463676,4212102,1
15615600,638,480129,4209040,1
15616860,638,479689,4209428,1
15618540,638,478306,4209018,1
15619380,638,483334,4207758,1
15531600,639,481783,4209109,1
15532860,639,481831,4207695,1
15533280,639,481442,4208622,1
15534120,639,477204,4197126,1
15534540,639,479052,4192231,1
15607200,639,478300,4209065,1
15607620,639,464419,4209088,1
15608040,639,463601,4211785,1
15615600,639,480218,4208908,1
15616440,639,478271,4209083,1
15616860,639,479694,4209429,1
15618540,639,478461,4209018,1
15618960,639,478323,4209007,1
15619380,639,483119,4207705,1
15531600,640,482043,4209475,1
15532860,640,481604,4208030,1
15533280,640,481644,4208916,1
15534120,640,477217,4197116,1
15534540,640,479081,4191831,1
15607200,640,478246,4209122,1
15607620,640,464563,4208698,1
15608040,640,463667,4211706,1
15615600,640,480315,4208801,1
15616440,640,478242,4209162,1
15616860,640,479837,4209336,1
15618120,640,478320,4209015,1
15618540,640,478712,4209126,1
15618960,640,478402,4208992,1
15619380,640,482854,4207635,1
15531600,641,482352,4209804,1
15532860,641,481399,4208181,1
15533280,641,481911,4209295,1
15534540,641,479138,4191416,1
15607200,641,478271,4209224,1
15607620,641,464650,4208174,1
15608040,641,463616,4211462,1
15615600,641,480473,4208641,1
15616440,641,478321,4209266,1
15616860,641,480075,4209149,1
15618120,641,478439,4209019,1
15618540,641,478855,4209165,1
15618960,641,478661,4209087,1
15619380,641,482526,4207549,1
15531600,642,482520,4210053,1
15532860,642,481400,4208183,1
15533280,642,482194,4209642,1
15534540,642,479283,4191042,1
15607200,642,478337,4209275,1
15607620,642,464631,4207622,1
15608040,642,463544,4211116,1
15615600,642,480594,4208401,1
15616440,642,478590,4209286,1
15616860,642,480300,4208989,1
15618120,642,478668,4209107,1
15618540,642,479097,4209258,1
15618960,642,478830,4209152,1
15619380,642,482384,4207514,1
15531600,643,482674,4210235,1
15533280,643,482452,4209949,1
15534540,643,479443,4190668,1
15607200,643,478600,4209297,1
15607620,643,464766,4207132,1
15608040,643,463445,4210628,1
15615600,643,480715,4208180,1
15616020,643,478290,4208986,1
15616440,643,478759,4209245,1
15616860,643,480520,4208822,1
15618120,643,478820,4209144,1
15618540,643,479367,4209291,1
15618960,643,479067,4209244,1
15619380,643,482266,4207492,1
15531600,644,482797,4210493,1
15532860,644,481394,4208304,1
15533280,644,482677,4210237,1
15534540,644,479544,4190312,1
15607200,644,478746,4209296,1
15607620,644,465263,4206977,1
15608040,644,463399,4210400,1
15615600,644,480813,4207966,1
15616020,644,478372,4208973,1
15616440,644,478819,4209164,1
15616860,644,480692,4208691,1
15618120,644,479017,4209236,1
15618540,644,479524,4209406,1
15618960,644,479301,4209292,1
15619380,644,481961,4207525,1
